message,label
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 10947 immediately,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Transfer 20839 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Kindly wire 27053 immediately I am currently in a meeting,1
I need an urgent payment of 11735 sent today,1
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 1016 sent today,1
Please update vendor bank details and send 34128,1
Confidential request: wire 27521 to the supplier today,1
Please update vendor bank details and send 49221,1
Hi finance team please urgently wire 12300 to the vendor account today,1
Transfer 44929 ASAP and confirm once completed,1
I need an urgent payment of 42319 sent today,1
Hi finance team please urgently wire 24534 to the vendor account today,1
Kindly wire 42993 immediately I am currently in a meeting,1
Please review the attached document,0
Transfer 28047 ASAP and confirm once completed,1
Please review the attached document,0
I need an urgent payment of 11122 sent today,1
Let's discuss the budget updates in today's meeting,0
Please transfer 14007 to the updated vendor account,1
Confidential request: wire 42099 to the supplier today,1
Hi finance team please urgently wire 14564 to the vendor account today,1
Transfer 27458 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Confidential request: wire 1466 to the supplier today,1
Invoice attached for last month's services,0
Transfer 30958 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 8015 to the supplier today,1
Confidential request: wire 39133 to the supplier today,1
Confidential request: wire 35811 to the supplier today,1
Hi finance team please urgently wire 20505 to the vendor account today,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Invoice attached for last month's services,0
Please review the attached document,0
Please update vendor bank details and send 48261,1
This is the CEO. Process a transfer of 1250 immediately,1
Hi finance team please urgently wire 39805 to the vendor account today,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Please transfer 27230 to the updated vendor account,1
I need an urgent payment of 35463 sent today,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Transfer 12197 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
I need an urgent payment of 23643 sent today,1
Kindly wire 35103 immediately I am currently in a meeting,1
Hi finance team please urgently wire 23047 to the vendor account today,1
Confidential request: wire 34195 to the supplier today,1
Please confirm receipt of this message,0
Please review the attached document,0
Reminder about the project planning meeting,0
Please transfer 10031 to the updated vendor account,1
I need an urgent payment of 4165 sent today,1
Reminder about the project planning meeting,0
Hi finance team please urgently wire 46805 to the vendor account today,1
This is the CEO. Process a transfer of 13989 immediately,1
I need an urgent payment of 21526 sent today,1
Kindly wire 30273 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Transfer 28517 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Please review the attached document,0
Kindly wire 1549 immediately I am currently in a meeting,1
Kindly wire 30247 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 28922 immediately,1
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Kindly wire 14442 immediately I am currently in a meeting,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 11089 immediately,1
Kindly wire 24331 immediately I am currently in a meeting,1
Please review the attached document,0
Reminder to review the quarterly financial report,0
Transfer 34038 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 35926 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 23282 immediately,1
Confidential request: wire 35048 to the supplier today,1
Confidential request: wire 17091 to the supplier today,1
This is the CEO. Process a transfer of 16242 immediately,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Please transfer 8421 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 37627 to the vendor account today,1
Hi finance team please urgently wire 18069 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Please update vendor bank details and send 46097,1
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Please transfer 27402 to the updated vendor account,1
Kindly wire 10713 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Hi finance team please urgently wire 42375 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 25013 sent today,1
Hi finance team please urgently wire 46732 to the vendor account today,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 20633,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 8601 immediately,1
This is the CEO. Process a transfer of 45564 immediately,1
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 2571 immediately,1
Please update vendor bank details and send 20808,1
Please review the attached document,0
Please transfer 13836 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Transfer 4335 ASAP and confirm once completed,1
Hi finance team please urgently wire 16229 to the vendor account today,1
Confidential request: wire 42504 to the supplier today,1
Kindly wire 41414 immediately I am currently in a meeting,1
Transfer 3564 ASAP and confirm once completed,1
Confidential request: wire 40808 to the supplier today,1
Reminder to review the quarterly financial report,0
Kindly wire 24274 immediately I am currently in a meeting,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Kindly wire 46096 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
I need an urgent payment of 5081 sent today,1
This is the CEO. Process a transfer of 14903 immediately,1
Invoice attached for last month's services,0
Please review the attached document,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
I need an urgent payment of 48332 sent today,1
Please review the attached document,0
Kindly wire 16066 immediately I am currently in a meeting,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 29686 immediately,1
I need an urgent payment of 9191 sent today,1
Please update vendor bank details and send 2383,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 11388 to the supplier today,1
I need an urgent payment of 8019 sent today,1
Please confirm receipt of this message,0
Confidential request: wire 21529 to the supplier today,1
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Please review the attached document,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Transfer 37290 ASAP and confirm once completed,1
Hi finance team please urgently wire 8987 to the vendor account today,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 47585,1
Please transfer 40374 to the updated vendor account,1
Hi finance team please urgently wire 23518 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Transfer 26396 ASAP and confirm once completed,1
I need an urgent payment of 29683 sent today,1
This is the CEO. Process a transfer of 20870 immediately,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Transfer 33769 ASAP and confirm once completed,1
Please update vendor bank details and send 21888,1
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 7160 sent today,1
Hi finance team please urgently wire 12003 to the vendor account today,1
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Transfer 49905 ASAP and confirm once completed,1
Transfer 5387 ASAP and confirm once completed,1
Confidential request: wire 49200 to the supplier today,1
Please update vendor bank details and send 43234,1
Kindly wire 39337 immediately I am currently in a meeting,1
Transfer 8442 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Kindly wire 7153 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
I need an urgent payment of 13816 sent today,1
Kindly wire 21511 immediately I am currently in a meeting,1
Hi finance team please urgently wire 19666 to the vendor account today,1
Kindly wire 41095 immediately I am currently in a meeting,1
Confidential request: wire 31931 to the supplier today,1
Please transfer 21092 to the updated vendor account,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 22858 immediately I am currently in a meeting,1
Hi finance team please urgently wire 19525 to the vendor account today,1
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Kindly wire 1687 immediately I am currently in a meeting,1
Confidential request: wire 44561 to the supplier today,1
Confidential request: wire 27242 to the supplier today,1
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
I need an urgent payment of 17394 sent today,1
Hi finance team please urgently wire 46132 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Kindly wire 47328 immediately I am currently in a meeting,1
Kindly wire 27679 immediately I am currently in a meeting,1
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Kindly wire 33544 immediately I am currently in a meeting,1
I need an urgent payment of 40913 sent today,1
Please update vendor bank details and send 47122,1
This is the CEO. Process a transfer of 25131 immediately,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
I need an urgent payment of 21068 sent today,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 42309,1
Confidential request: wire 40885 to the supplier today,1
This is the CEO. Process a transfer of 33678 immediately,1
Let's discuss the budget updates in today's meeting,0
Please transfer 23003 to the updated vendor account,1
Please update vendor bank details and send 7798,1
Hi finance team please urgently wire 29517 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 34820 immediately,1
Kindly wire 30968 immediately I am currently in a meeting,1
Hi finance team please urgently wire 39839 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
Kindly wire 18150 immediately I am currently in a meeting,1
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Hi finance team please urgently wire 45326 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 8943 to the vendor account today,1
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Please transfer 7700 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
Please update vendor bank details and send 23266,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Kindly wire 38518 immediately I am currently in a meeting,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
I need an urgent payment of 15351 sent today,1
Please transfer 35371 to the updated vendor account,1
Kindly wire 40588 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Transfer 3766 ASAP and confirm once completed,1
Please transfer 26720 to the updated vendor account,1
Confidential request: wire 29805 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 30384 sent today,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 45877 immediately,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Kindly wire 48199 immediately I am currently in a meeting,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 37802 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Please transfer 42374 to the updated vendor account,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 29893,1
Kindly wire 42092 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Hi finance team please urgently wire 49971 to the vendor account today,1
Confidential request: wire 22279 to the supplier today,1
Kindly wire 31597 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Confidential request: wire 31486 to the supplier today,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 15110 to the vendor account today,1
Reminder to review the quarterly financial report,0
Kindly wire 10148 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Please review the attached document,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 34049 sent today,1
Please review the attached document,0
Confidential request: wire 18660 to the supplier today,1
Confidential request: wire 3542 to the supplier today,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 5834,1
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Confidential request: wire 32021 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 33748,1
Please update vendor bank details and send 26188,1
Please update vendor bank details and send 47523,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 23937 immediately,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 3282,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 2390 immediately,1
This is the CEO. Process a transfer of 11201 immediately,1
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 36994 to the supplier today,1
Kindly wire 34138 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Transfer 7334 ASAP and confirm once completed,1
Confidential request: wire 45010 to the supplier today,1
Hi finance team please urgently wire 48583 to the vendor account today,1
Please confirm receipt of this message,0
Please transfer 15140 to the updated vendor account,1
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Please review the attached document,0
Kindly wire 3076 immediately I am currently in a meeting,1
Please review the attached document,0
This is the CEO. Process a transfer of 36814 immediately,1
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 12514,1
Hi finance team please urgently wire 48078 to the vendor account today,1
Please update vendor bank details and send 19013,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Transfer 23020 ASAP and confirm once completed,1
Please review the attached document,0
Please review the attached document,0
Please transfer 12962 to the updated vendor account,1
Kindly wire 28991 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Transfer 10983 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 18504 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 23046 immediately,1
Please transfer 31604 to the updated vendor account,1
Please review the attached document,0
Transfer 39032 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Please update vendor bank details and send 21336,1
Please transfer 24096 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 27897 to the supplier today,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 46026,1
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Confidential request: wire 17249 to the supplier today,1
Please transfer 25394 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 4305 to the vendor account today,1
Invoice attached for last month's services,0
Please update vendor bank details and send 9499,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Please transfer 45950 to the updated vendor account,1
Please confirm receipt of this message,0
Kindly wire 12303 immediately I am currently in a meeting,1
Please update vendor bank details and send 6614,1
Invoice attached for last month's services,0
Please transfer 22034 to the updated vendor account,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 36890 immediately,1
This is the CEO. Process a transfer of 2714 immediately,1
Please review the attached document,0
Please transfer 44175 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 36602,1
Please review the attached document,0
Reminder about the project planning meeting,0
Confidential request: wire 24928 to the supplier today,1
Transfer 45482 ASAP and confirm once completed,1
Confidential request: wire 15818 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 47005 sent today,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Kindly wire 15745 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
I need an urgent payment of 2787 sent today,1
Please update vendor bank details and send 31275,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 18764 immediately,1
Please review the attached document,0
Transfer 46229 ASAP and confirm once completed,1
Confidential request: wire 8051 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 21523,1
Please review the attached document,0
Hi finance team please urgently wire 41732 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Transfer 5166 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Please update vendor bank details and send 42521,1
Please transfer 36394 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 15822 to the supplier today,1
Please transfer 16123 to the updated vendor account,1
This is the CEO. Process a transfer of 40685 immediately,1
Invoice attached for last month's services,0
Please update vendor bank details and send 27551,1
Transfer 36456 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 3978,1
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 38437 immediately,1
Please transfer 48790 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please transfer 31015 to the updated vendor account,1
Please confirm receipt of this message,0
Please update vendor bank details and send 32088,1
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 29571,1
Please transfer 48938 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 4646 immediately,1
Please update vendor bank details and send 27871,1
This is the CEO. Process a transfer of 28649 immediately,1
Please update vendor bank details and send 22959,1
Kindly wire 39176 immediately I am currently in a meeting,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Please transfer 49036 to the updated vendor account,1
Please review the attached document,0
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 46560 immediately I am currently in a meeting,1
Please transfer 16427 to the updated vendor account,1
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 8299 immediately,1
Please transfer 7158 to the updated vendor account,1
Kindly wire 26500 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 38887 to the vendor account today,1
Reminder about the project planning meeting,0
Please update vendor bank details and send 7643,1
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 15207 to the vendor account today,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 3867 sent today,1
Reminder about the project planning meeting,0
I need an urgent payment of 15167 sent today,1
Please transfer 8037 to the updated vendor account,1
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Confidential request: wire 31844 to the supplier today,1
Please update vendor bank details and send 7190,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 42050 immediately,1
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Please confirm receipt of this message,0
I need an urgent payment of 21800 sent today,1
Please schedule the team meeting for tomorrow,0
Kindly wire 27409 immediately I am currently in a meeting,1
Please transfer 47782 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
I need an urgent payment of 24382 sent today,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Please transfer 39138 to the updated vendor account,1
Please review the attached document,0
Kindly wire 34848 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Transfer 26010 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Please transfer 21344 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Please transfer 16817 to the updated vendor account,1
Please confirm receipt of this message,0
Transfer 36282 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 38465 immediately,1
Please update vendor bank details and send 27373,1
Hi finance team please urgently wire 10685 to the vendor account today,1
Please update vendor bank details and send 29757,1
Reminder to review the quarterly financial report,0
Please review the attached document,0
Please confirm receipt of this message,0
Please transfer 1829 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Confidential request: wire 36566 to the supplier today,1
Please review the attached document,0
Please update vendor bank details and send 21496,1
Team lunch scheduled for Friday afternoon,0
Kindly wire 7211 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 28726 sent today,1
Transfer 28427 ASAP and confirm once completed,1
Hi finance team please urgently wire 38181 to the vendor account today,1
Kindly wire 45465 immediately I am currently in a meeting,1
Please update vendor bank details and send 10093,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Transfer 25568 ASAP and confirm once completed,1
Please review the attached document,0
Kindly wire 15119 immediately I am currently in a meeting,1
Please transfer 49326 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Confidential request: wire 28611 to the supplier today,1
Invoice attached for last month's services,0
I need an urgent payment of 45661 sent today,1
Please confirm receipt of this message,0
Transfer 6311 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Confidential request: wire 5018 to the supplier today,1
Please update vendor bank details and send 19136,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Please confirm receipt of this message,0
I need an urgent payment of 14670 sent today,1
Transfer 36772 ASAP and confirm once completed,1
Hi finance team please urgently wire 16118 to the vendor account today,1
Transfer 27194 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 37640 immediately,1
Confidential request: wire 29631 to the supplier today,1
Please update vendor bank details and send 24758,1
Please review the attached document,0
Please review the attached document,0
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Kindly wire 14971 immediately I am currently in a meeting,1
Please transfer 14765 to the updated vendor account,1
Please update vendor bank details and send 6237,1
Confidential request: wire 11683 to the supplier today,1
This is the CEO. Process a transfer of 17457 immediately,1
Kindly wire 48458 immediately I am currently in a meeting,1
Transfer 14277 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
I need an urgent payment of 44103 sent today,1
Please review the attached document,0
Hi finance team please urgently wire 12640 to the vendor account today,1
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Please transfer 47272 to the updated vendor account,1
I need an urgent payment of 20139 sent today,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Please review the attached document,0
Hi finance team please urgently wire 16992 to the vendor account today,1
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Confidential request: wire 39536 to the supplier today,1
Please confirm receipt of this message,0
Transfer 6574 ASAP and confirm once completed,1
Please transfer 33190 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 44286 to the vendor account today,1
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 6371 to the vendor account today,1
Please transfer 48607 to the updated vendor account,1
This is the CEO. Process a transfer of 48604 immediately,1
Please review the attached document,0
Transfer 34120 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
Please transfer 5304 to the updated vendor account,1
I need an urgent payment of 39388 sent today,1
Reminder about the project planning meeting,0
Please transfer 43854 to the updated vendor account,1
Hi finance team please urgently wire 38582 to the vendor account today,1
Transfer 4413 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Please update vendor bank details and send 7510,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 3461 immediately,1
Please schedule the team meeting for tomorrow,0
Please transfer 34571 to the updated vendor account,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 46590,1
Transfer 3340 ASAP and confirm once completed,1
Transfer 21812 ASAP and confirm once completed,1
Transfer 11511 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Please transfer 34334 to the updated vendor account,1
Transfer 10368 ASAP and confirm once completed,1
Kindly wire 7559 immediately I am currently in a meeting,1
Hi finance team please urgently wire 24477 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Please update vendor bank details and send 17881,1
Confidential request: wire 25217 to the supplier today,1
Hi finance team please urgently wire 43286 to the vendor account today,1
Transfer 45684 ASAP and confirm once completed,1
I need an urgent payment of 21664 sent today,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Please update vendor bank details and send 41696,1
Please update vendor bank details and send 36458,1
Please transfer 41191 to the updated vendor account,1
Kindly wire 12079 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 31653 sent today,1
Invoice attached for last month's services,0
Please review the attached document,0
Please update vendor bank details and send 12007,1
Please transfer 14909 to the updated vendor account,1
Please update vendor bank details and send 37573,1
Please update vendor bank details and send 49685,1
Reminder to review the quarterly financial report,0
I need an urgent payment of 25662 sent today,1
Please review the attached document,0
Reminder to review the quarterly financial report,0
Transfer 18306 ASAP and confirm once completed,1
I need an urgent payment of 17529 sent today,1
Hi finance team please urgently wire 19927 to the vendor account today,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 45260 immediately,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 31296 to the vendor account today,1
This is the CEO. Process a transfer of 14203 immediately,1
Please schedule the team meeting for tomorrow,0
